VendaID,Data,LojaID,ProdutoID,VendedorID,Quantidade,PrecoUnitarioCentavos,CustoUnitarioCentavos,DescontoPct,Status,ReceitaBrutaCentavos,DescontoCentavos,ReceitaLiquidaCentavos,CustoCentavos,LucroBrutoCentavos
VEN01121,2025-04-11,L08,P02,VND16,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN01123,2025-03-06,L06,P06,VND12,5,13300,7700,5,Concluida,66500,3325,63175,38500,24675
VEN01124,2025-03-22,L08,P04,VND16,1,9700,5600,10,Concluida,9700,970,8730,5600,3130
VEN01125,2025-07-09,L03,P12,VND06,5,24100,14000,10,Concluida,120500,12050,108450,70000,38450
VEN01126,2025-06-06,L03,P07,VND05,4,15100,8750,5,Concluida,60400,3020,57380,35000,22380
VEN01127,2025-04-27,L05,P03,VND10,3,7900,4550,10,Concluida,23700,2370,21330,13650,7680
VEN01128,2025-06-07,L07,P02,VND14,1,6100,3500,0,Concluida,6100,0,6100,3500,2600
VEN01129,2025-08-14,L02,P10,VND03,2,20500,11900,0,Concluida,41000,0,41000,23800,17200
VEN01130,2025-10-11,L01,P12,VND02,4,24100,14000,5,Concluida,96400,4820,91580,56000,35580
VEN01131,2025-04-20,L04,P03,VND07,3,7900,4550,5,Concluida,23700,1185,22515,13650,8865
VEN01132,2025-07-16,L07,P07,VND14,4,15100,8750,0,Concluida,60400,0,60400,35000,25400
VEN01133,2025-08-01,L03,P09,VND05,4,18700,10850,5,Concluida,74800,3740,71060,43400,27660
VEN01134,2025-07-07,L07,P04,VND13,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN01135,2025-05-28,L03,P05,VND05,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN01136,2025-03-25,L01,P05,VND01,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN01137,2025-03-21,L02,P02,VND03,3,6100,3500,0,Concluida,18300,0,18300,10500,7800
VEN01138,2025-12-18,L01,P11,VND01,3,22300,12950,5,Concluida,66900,3345,63555,38850,24705
VEN01140,2025-09-27,L02,P05,VND03,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN01141,2025-09-25,L04,P07,VND08,1,15100,8750,10,Concluida,15100,1510,13590,8750,4840
VEN01142,2025-06-30,L06,P09,VND12,4,18700,10850,5,Concluida,74800,3740,71060,43400,27660
VEN01143,2025-03-14,L05,P05,VND10,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN01144,2025-01-03,L05,P03,VND09,1,7900,4550,0,Concluida,7900,0,7900,4550,3350
VEN01145,2025-01-30,L07,P08,VND14,3,16900,9800,5,Concluida,50700,2535,48165,29400,18765
VEN01146,2025-07-23,L04,P11,VND07,4,22300,12950,0,Concluida,89200,0,89200,51800,37400
VEN01147,2025-03-10,L01,P06,VND02,4,13300,7700,0,Concluida,53200,0,53200,30800,22400
VEN01148,2025-01-31,L05,P01,VND09,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN01149,2025-01-25,L06,P10,VND12,5,20500,11900,10,Concluida,102500,10250,92250,59500,32750
VEN01150,2025-01-05,L04,P02,VND07,5,6100,3500,10,Concluida,30500,3050,27450,17500,9950
VEN01151,2025-02-05,L06,P07,VND11,1,15100,8750,10,Concluida,15100,1510,13590,8750,4840
VEN01152,2025-08-02,L05,P04,VND10,4,9700,5600,10,Concluida,38800,3880,34920,22400,12520
VEN01153,2025-01-28,L04,P03,VND08,5,7900,4550,0,Concluida,39500,0,39500,22750,16750
VEN01154,2025-12-19,L08,P08,VND16,5,16900,9800,0,Concluida,84500,0,84500,49000,35500
VEN01155,2025-02-17,L02,P02,VND03,2,6100,3500,0,Concluida,12200,0,12200,7000,5200
VEN01157,2025-03-27,L04,P10,VND07,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN01158,2025-08-28,L07,P10,VND14,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN01159,2025-05-29,L06,P01,VND11,1,4300,2450,0,Concluida,4300,0,4300,2450,1850
VEN01160,2025-06-24,L07,P04,VND14,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN01161,2025-03-15,L02,P05,VND03,1,11500,6650,10,Concluida,11500,1150,10350,6650,3700
VEN01162,2025-01-12,L03,P09,VND05,5,18700,10850,0,Concluida,93500,0,93500,54250,39250
VEN01163,2025-05-03,L08,P05,VND16,1,11500,6650,0,Concluida,11500,0,11500,6650,4850
VEN01164,2025-08-24,L07,P05,VND13,4,11500,6650,5,Concluida,46000,2300,43700,26600,17100
VEN01165,2025-05-20,L08,P05,VND15,1,11500,6650,5,Concluida,11500,575,10925,6650,4275
VEN01166,2025-06-22,L05,P06,VND09,5,13300,7700,0,Concluida,66500,0,66500,38500,28000
VEN01167,2025-02-23,L02,P12,VND04,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN01168,2025-11-21,L08,P04,VND15,3,9700,5600,0,Concluida,29100,0,29100,16800,12300
VEN01169,2025-09-25,L04,P05,VND07,2,11500,6650,0,Concluida,23000,0,23000,13300,9700
VEN01170,2025-09-28,L01,P03,VND02,4,7900,4550,0,Concluida,31600,0,31600,18200,13400
VEN01171,2025-06-09,L08,P04,VND15,5,9700,5600,0,Concluida,48500,0,48500,28000,20500
VEN01172,2025-08-08,L01,P10,VND02,5,20500,11900,0,Concluida,102500,0,102500,59500,43000
VEN01174,2025-03-11,L05,P05,VND09,5,11500,6650,10,Concluida,57500,5750,51750,33250,18500
VEN01175,2025-05-19,L06,P11,VND11,3,22300,12950,10,Concluida,66900,6690,60210,38850,21360
VEN01176,2025-01-09,L06,P12,VND11,5,24100,14000,0,Concluida,120500,0,120500,70000,50500
VEN01177,2025-04-19,L02,P03,VND04,5,7900,4550,10,Concluida,39500,3950,35550,22750,12800
VEN01178,2025-02-16,L06,P09,VND12,5,18700,10850,10,Concluida,93500,9350,84150,54250,29900
VEN01179,2025-10-01,L03,P07,VND06,3,15100,8750,0,Concluida,45300,0,45300,26250,19050
VEN01180,2025-04-21,L04,P10,VND07,1,20500,11900,0,Concluida,20500,0,20500,11900,8600
VEN01181,2025-12-23,L04,P12,VND08,2,24100,14000,0,Concluida,48200,0,48200,28000,20200
VEN01182,2025-10-02,L01,P04,VND02,4,9700,5600,0,Concluida,38800,0,38800,22400,16400
VEN01183,2025-03-01,L06,P03,VND12,2,7900,4550,0,Concluida,15800,0,15800,9100,6700
VEN01184,2025-07-16,L01,P06,VND02,1,13300,7700,0,Concluida,13300,0,13300,7700,5600
VEN01185,2025-08-03,L08,P01,VND16,3,4300,2450,5,Concluida,12900,645,12255,7350,4905
VEN01186,2025-03-09,L07,P02,VND13,4,6100,3500,10,Concluida,24400,2440,21960,14000,7960
VEN01187,2025-02-13,L08,P03,VND15,4,7900,4550,10,Concluida,31600,3160,28440,18200,10240
VEN01188,2025-08-08,L08,P01,VND15,5,4300,2450,5,Concluida,21500,1075,20425,12250,8175
VEN01189,2025-08-05,L03,P07,VND06,1,15100,8750,0,Concluida,15100,0,15100,8750,6350
VEN01191,2025-06-04,L03,P05,VND06,2,11500,6650,10,Concluida,23000,2300,20700,13300,7400
VEN01192,2025-01-31,L04,P12,VND07,2,24100,14000,5,Concluida,48200,2410,45790,28000,17790
VEN01193,2025-01-26,L04,P05,VND08,3,11500,6650,0,Concluida,34500,0,34500,19950,14550
VEN01194,2025-02-11,L02,P09,VND04,4,18700,10850,10,Concluida,74800,7480,67320,43400,23920
VEN01195,2025-08-12,L08,P09,VND15,1,18700,10850,0,Concluida,18700,0,18700,10850,7850
VEN01196,2025-10-06,L06,P08,VND11,1,16900,9800,0,Concluida,16900,0,16900,9800,7100
VEN01197,2025-07-24,L02,P10,VND03,2,20500,11900,10,Concluida,41000,4100,36900,23800,13100
VEN01198,2025-12-27,L01,P03,VND01,3,7900,4550,5,Concluida,23700,1185,22515,13650,8865
VEN01199,2025-12-26,L03,P04,VND06,1,9700,5600,0,Concluida,9700,0,9700,5600,4100
VEN01200,2025-09-04,L05,P09,VND09,4,18700,10850,10,Concluida,74800,7480,67320,43400,23920
